  dataset        a        v       t0      st0  penalty      fit     time   method
 subj_495_trials_50   0.9892   5.3155   0.3011   0.0563   0.0000   0.9995   0.0310       KS
 subj_495_trials_60   1.1926   4.6997   0.3134   0.1355   0.0000   0.9969   0.0380       KS
 subj_496_trials_10   0.9077   0.7559   0.2893   0.0118   0.0000   0.9829   0.0380       KS
 subj_496_trials_20   0.7839   0.4246   0.3013   0.1125   0.0000   0.9582   0.0170       KS
 subj_496_trials_30   1.4350   6.2919   0.3669   0.1949   0.0000   0.9855   0.0710       KS
 subj_496_trials_40   1.3205   2.8159   0.3131   0.2682   0.0000   0.9992   0.0470       KS
 subj_496_trials_50   1.3124   0.7637   0.2828   0.0017   0.0000   0.9995   0.0580       KS
 subj_496_trials_60   1.0905   5.3514   0.3535   0.1465   0.0000   0.9942   0.0480       KS
 subj_497_trials_10   1.0807   3.6801   0.3525   0.1113   0.0000   0.9998   0.0200       KS
 subj_497_trials_20   1.0354   3.4277   0.3643   0.1593   0.0000   0.9960   0.0160       KS
 subj_497_trials_30   0.5620   3.1088   0.3042   0.0375   0.0000   0.9995   0.0000       KS
 subj_497_trials_40   1.1166   0.6294   0.2839   0.0022   0.0000   0.9919   0.0310       KS
 subj_497_trials_50   1.1868   3.7977   0.3635   0.2592   0.0000   0.9997   0.0690       KS
 subj_497_trials_60   1.1946   1.6697   0.3014   0.1393   0.0000   0.9999   0.0700       KS
 subj_498_trials_10   0.9106   2.1865   0.3689   0.2633   0.0000   0.9999   0.0310       KS
 subj_498_trials_20   1.3762   0.8608   0.2705   0.0526   0.0000   0.9836   0.0710       KS
 subj_498_trials_30   1.2255   5.9238   0.3709   0.1983   0.0000   0.9820   0.0470       KS
 subj_498_trials_40   1.6136   2.8238   0.4178   0.4157   0.0000   0.9997   0.0710       KS
 subj_498_trials_50   0.7776   1.6555   0.2937   0.0009   0.0000   0.9997   0.0280       KS
 subj_498_trials_60   1.0532   4.6731   0.2810   0.0375   0.0000   0.9838   0.0190       KS
 subj_499_trials_10   0.8959   0.3624   0.2671   0.0375   0.0000   0.9874   0.0310       KS
 subj_499_trials_20   0.7736   3.1131   0.3917   0.1872   0.0000   1.0000   0.0310       KS
 subj_499_trials_30   1.9424   5.0066   0.3417   0.3305   0.0000   0.9995   0.1590       KS
 subj_499_trials_40   1.4933   4.1684   0.3665   0.3653   0.0000   0.9985   0.2260       KS
 subj_499_trials_50   0.8998   5.0271   0.3604   0.2025   0.0000   0.9997   0.0310       KS
 subj_499_trials_60   0.9041   1.1644   0.2868   0.0076   0.0000   0.9926   0.0230       KS
 subj_49_trials_10   1.0847   2.7747   0.3190   0.0596   0.0000   0.9820   0.0160       KS
 subj_49_trials_20   1.1769   3.6497   0.3022   0.1897   0.0000   0.9936   0.0330       KS
 subj_49_trials_30   0.7915   4.2595   0.3716   0.0084   0.0000   0.9436   0.0000       KS
 subj_49_trials_40   0.9316   5.0898   0.3589   0.1562   0.0000   0.9828   0.0360       KS
 subj_49_trials_50   1.6132   2.1585   0.2677   0.0000   0.0000   0.9946   0.0620       KS
 subj_49_trials_60   0.8051   1.0897   0.2932   0.0037   0.0000   0.9783   0.0310       KS
 subj_4_trials_10   0.9903   3.9460   0.3455   0.1016   0.0000   0.9998   0.0070       KS
 subj_4_trials_20   1.0449   3.1459   0.3754   0.0375   0.0000   0.8522   0.0160       KS
 subj_4_trials_30   0.9218   4.6722   0.4464   0.2624   0.0000   0.9637   0.0620       KS
 subj_4_trials_40   1.2006   5.7877   0.3065   0.1014   0.0000   0.9497   0.0380       KS
 subj_4_trials_50   1.2391   4.3965   0.3492   0.0405   0.0000   0.9612   0.0160       KS
 subj_4_trials_60   1.1886   3.2790   0.2870   0.1037   0.0000   0.9956   0.0310       KS
 subj_500_trials_10   0.8565   0.2878   0.2837   0.0376   0.0000   0.9281   0.0220       KS
 subj_500_trials_20   1.1161   0.0759   0.2568   0.0382   0.0000   0.8910   0.0470       KS
 subj_500_trials_30   0.8737   0.7287   0.3109   0.0801   0.0000   0.9963   0.0160       KS
 subj_500_trials_40   0.6638   6.4356   0.3098   0.0525   0.0000   0.9992   0.0160       KS
 subj_500_trials_50   0.9210   4.0545   0.3913   0.1812   0.0000   0.9663   0.0370       KS
 subj_500_trials_60   0.9784   5.8593   0.3078   0.0868   0.0000   0.9970   0.0160       KS
 subj_50_trials_10   0.5460   1.4101   0.2943   0.0034   0.0000   0.9832   0.0160       KS
 subj_50_trials_20   1.6950   1.9707   0.2028   0.0015   0.0000   0.9770   0.0440       KS
 subj_50_trials_30   1.2752   0.4989   0.3228   0.1771   0.0000   0.9963   0.0560       KS
 subj_50_trials_40   1.2077   5.2686   0.3533   0.2028   0.0000   0.9716   0.0850       KS
 subj_50_trials_50   1.3761   3.1271   0.3641   0.2396   0.0000   0.9959   0.0620       KS
 subj_50_trials_60   0.9663   6.7116   0.3002   0.0617   0.0000   0.9942   0.0230       KS
 subj_51_trials_10   1.2219   3.0479   0.2728   0.0525   0.0000   0.9998   0.0310       KS
 subj_51_trials_20   1.7555   3.0877   0.2850   0.1459   0.0000   0.6398   0.0530       KS
 subj_51_trials_30   1.1687   4.5177   0.3790   0.0386   0.0000   0.9348   0.0150       KS
 subj_51_trials_40   2.2534   4.1340   0.3660   0.3636   0.0000   0.9996   0.1010       KS
 subj_51_trials_50   1.1603   4.4233   0.3499   0.1754   0.0000   0.9891   0.0470       KS
 subj_51_trials_60   1.3378   2.9353   0.3644   0.1809   0.0000   0.9946   0.0370       KS
 subj_52_trials_10   1.2341   2.6638   0.2773   0.0399   0.0000   0.9998   0.0320       KS
 subj_52_trials_20   0.6698   0.4233   0.2978   0.0004   0.0000   0.9729   0.0150       KS
 subj_52_trials_30   0.9766   1.2578   0.3041   0.0675   0.0000   0.9994   0.0470       KS
 subj_52_trials_40   0.5564   6.7803   0.3333   0.0823   0.0000   1.0000   0.0070       KS
 subj_52_trials_50   1.4351   8.5738   0.3123   0.1390   0.0000   0.9997   0.0380       KS
 subj_52_trials_60   1.3343   5.8893   0.3621   0.2039   0.0000   0.9472   0.0620       KS
 subj_53_trials_10   1.0610   1.6324   0.3374   0.2068   0.0000   1.0000   0.0330       KS
 subj_53_trials_20   0.9077   5.4339   0.2932   0.0674   0.0000   0.9912   0.0160       KS
 subj_53_trials_30   2.3831   2.6634   0.2813   0.4625   0.0000   0.9991   0.1510       KS
 subj_53_trials_40   0.8356   4.4213   0.3055   0.1061   0.0000   0.9993   0.0320       KS
 subj_53_trials_50   3.3066   3.4838   0.2593   0.5186   0.0000   0.9960   0.1690       KS
 subj_53_trials_60   0.5197   3.6769   0.3122   0.0825   0.0000   0.9631   0.0160       KS
 subj_54_trials_10   0.4766   4.7400   0.3205   0.0459   0.0000   0.9998   0.0160       KS
 subj_54_trials_20   1.3122   1.4792   0.2723   0.0006   0.0000   0.9988   0.0310       KS
 subj_54_trials_30   0.7922   5.6344   0.4079   0.1931   0.0000   0.9629   0.0410       KS
 subj_54_trials_40   1.2591   4.1658   0.2860   0.1285   0.0000   0.9988   0.0490       KS
 subj_54_trials_50   0.7906   6.5394   0.3803   0.1519   0.0000   0.9326   0.0310       KS
 subj_54_trials_60   0.6444   1.6984   0.2923   0.0046   0.0000   0.9930   0.0310       KS
 subj_55_trials_10   1.0583   0.2576   0.2706   0.0015   0.0000   0.9900   0.0160       KS
 subj_55_trials_20   0.8199   0.4554   0.3177   0.2175   0.0000   0.9502   0.0310       KS
 subj_55_trials_30   1.0458   2.5725   0.4648   0.3238   0.0000   0.9997   0.0700       KS
 subj_55_trials_40   1.1801   3.5776   0.2700   0.0375   0.0000   0.9843   0.0220       KS
 subj_55_trials_50   0.6844   6.4946   0.3318   0.1107   0.0000   0.9997   0.0160       KS
 subj_55_trials_60   1.2324   3.8190   0.3428   0.0160   0.0000   0.8681   0.0150       KS
 subj_56_trials_10   0.6476   4.9816   0.2938   0.0068   0.0000   0.9999   0.0000       KS
 subj_56_trials_20   1.1167   0.7830   0.2841   0.0525   0.0000   0.9810   0.0390       KS
 subj_56_trials_30   0.5645   5.0270   0.3818   0.1265   0.0000   0.9897   0.0140       KS
 subj_56_trials_40   1.0445   4.2484   0.3339   0.1494   0.0000   0.9545   0.0320       KS
 subj_56_trials_50   1.1681   4.1255   0.2764   0.0375   0.0000   0.9907   0.0410       KS
 subj_56_trials_60   1.6288   5.2653   0.3575   0.2617   0.0000   0.9340   0.0860       KS
 subj_57_trials_10   0.5037   1.4110   0.2962   0.0029   0.0000   0.9828   0.0150       KS
 subj_57_trials_20   1.0397   3.7380   0.3540   0.0000   0.0000   0.8489   0.0110       KS
 subj_57_trials_30   0.9663   5.5664   0.4088   0.2133   0.0000   0.9617   0.0310       KS
 subj_57_trials_40   1.4737   1.5668   0.2895   0.2710   0.0000   0.9991   0.0690       KS
 subj_57_trials_50   1.3165   1.2338   0.2861   0.0675   0.0000   0.9999   0.0470       KS
 subj_57_trials_60   1.0249   4.2120   0.3046   0.1014   0.0000   0.9971   0.0370       KS
 subj_58_trials_10   1.5675   1.8950   0.2700   0.0131   0.0000   0.9999   0.0470       KS
 subj_58_trials_20   0.4978   0.7110   0.3123   0.0975   0.0000   0.9462   0.0000       KS
 subj_58_trials_30   0.8805   4.5718   0.3082   0.0825   0.0000   0.9975   0.0150       KS
 subj_58_trials_40   1.0249   3.5285   0.3092   0.1635   0.0000   0.9992   0.0540       KS
 subj_58_trials_50   0.5794   4.3261   0.4240   0.1815   0.0000   0.9832   0.0470       KS
 subj_58_trials_60   1.4943   4.2736   0.3079   0.1765   0.0000   0.9699   0.0490       KS
 subj_59_trials_10   1.3057   2.0655   0.2870   0.0375   0.0000   0.9999   0.0310       KS
 subj_59_trials_20   0.9326   3.8338   0.3106   0.0580   0.0000   0.9919   0.0160       KS
 subj_59_trials_30   1.1079   0.5626   0.3210   0.1409   0.0000   0.9956   0.0410       KS
 subj_59_trials_40   1.5518   4.3110   0.3373   0.2383   0.0000   0.9998   0.0630       KS
 subj_59_trials_50   1.4579   1.8451   0.2857   0.2181   0.0000   0.9987   0.0530       KS
 subj_59_trials_60   1.3207   5.0804   0.3648   0.1829   0.0000   0.9760   0.0470       KS
 subj_5_trials_10   0.8447   4.3104   0.2865   0.0000   0.0000   0.9998   0.0160       KS
 subj_5_trials_20   1.1600   1.0128   0.2796   0.0376   0.0000   0.9833   0.0380       KS
 subj_5_trials_30   0.5674   2.2489   0.3042   0.0381   0.0000   0.9978   0.0000       KS
 subj_5_trials_40   1.2839   3.8254   0.3727   0.2584   0.0000   0.9997   0.0690       KS
 subj_5_trials_50   0.7890   6.3032   0.3622   0.1447   0.0000   0.9825   0.0310       KS
 subj_5_trials_60   1.0973   3.6776   0.3633   0.0012   0.0000   0.9351   0.0310       KS
 subj_60_trials_10   0.5516   1.4589   0.2934   0.0030   0.0000   0.9833   0.0160       KS
 subj_60_trials_20   0.8156   4.7949   0.3769   0.1269   0.0000   0.9976   0.0150       KS
 subj_60_trials_30   1.7900   1.8251   0.2130   0.0384   0.0000   0.9322   0.0700       KS
 subj_60_trials_40   1.1955   4.3141   0.3315   0.1232   0.0000   0.9998   0.0370       KS
 subj_60_trials_50   1.3762   5.4630   0.3045   0.1654   0.0000   0.9987   0.0470       KS
 subj_60_trials_60   1.0469   4.5096   0.3869   0.2054   0.0000   0.9853   0.0390       KS
 subj_61_trials_10   0.5262   2.9460   0.3327   0.0825   0.0000   0.9999   0.0150       KS
 subj_61_trials_20   0.9331   3.7803   0.3420   0.0708   0.0000   0.9936   0.0310       KS
 subj_61_trials_30   1.0893   0.5839   0.3166   0.1255   0.0000   0.9963   0.0310       KS
 subj_61_trials_40   0.5487   1.9269   0.3032   0.0675   0.0000   0.9578   0.0160       KS
 subj_61_trials_50   0.6211   3.3407   0.2957   0.0008   0.0000   1.0000   0.0070       KS
 subj_61_trials_60   0.6714   3.1595   0.3036   0.0393   0.0000   1.0000   0.0310       KS
 subj_62_trials_10   1.6684   2.1215   0.2949   0.1660   0.0000   0.9936   0.0310       KS
 subj_62_trials_20   1.3770   3.1093   0.4565   0.4956   0.0000   0.9998   0.1160       KS
 subj_62_trials_30   1.2318   3.4122   0.3481   0.0044   0.0000   0.6142   0.0220       KS
 subj_62_trials_40   0.7574   4.0048   0.3716   0.0141   0.0000   0.8533   0.0350       KS
 subj_62_trials_50   0.7589   1.2008   0.2935   0.0115   0.0000   0.9984   0.0160       KS
 subj_62_trials_60   1.7857   3.2045   0.3274   0.2985   0.0000   0.9969   0.0800       KS
 subj_63_trials_10   0.4916   2.8906   0.3324   0.0375   0.0000   0.9999   0.0000       KS
 subj_63_trials_20   1.6611   1.1349   0.2610   0.0526   0.0000   0.9987   0.0540       KS
 subj_63_trials_30   0.9548   0.8964   0.3072   0.1157   0.0000   0.9945   0.0310       KS
 subj_63_trials_40   0.6794   3.9514   0.4016   0.1527   0.0000   0.9869   0.0150       KS
 subj_63_trials_50   0.9663   5.7679   0.3580   0.2034   0.0000   0.9997   0.0540       KS
 subj_63_trials_60   1.0937   1.7989   0.3020   0.1125   0.0000   0.9999   0.0330       KS
 subj_64_trials_10   0.6361   3.2937   0.3293   0.1125   0.0000   0.9999   0.0160       KS
 subj_64_trials_20   1.0243   0.0988   0.2571   0.1276   0.0000   0.8729   0.0510       KS
 subj_64_trials_30   0.5320   0.7326   0.3091   0.0541   0.0000   0.9924   0.0150       KS
 subj_64_trials_40   1.5225   2.4369   0.3169   0.3553   0.0000   0.9992   0.0850       KS
 subj_64_trials_50   1.3241   5.3311   0.3871   0.2489   0.0000   0.9807   0.0840       KS
 subj_64_trials_60   1.0835   3.6205   0.4608   0.3386   0.0000   0.9614   0.0790       KS
 subj_65_trials_10   0.9663   4.0252   0.3420   0.1051   0.0000   0.9998   0.0070       KS
 subj_65_trials_20   1.1629   1.9666   0.4605   0.3256   0.0000   0.9997   0.0780       KS
 subj_65_trials_30   0.7576   2.2659   0.3080   0.0708   0.0000   0.9996   0.0220       KS
 subj_65_trials_40   0.7449   0.6160   0.2916   0.0486   0.0000   0.9855   0.0150       KS
 subj_65_trials_50   1.8791   5.8631   0.3322   0.1853   0.0000   0.9951   0.0690       KS
 subj_65_trials_60   0.8973   5.3619   0.4006   0.2139   0.0000   0.9930   0.0320       KS
 subj_66_trials_10   0.8501   0.9082   0.2859   0.0068   0.0000   0.9833   0.0160       KS
 subj_66_trials_20   0.5564   1.6931   0.3088   0.1004   0.0000   0.9588   0.0160       KS
 subj_66_trials_30   0.5252   4.0521   0.3091   0.0525   0.0000   0.9993   0.0070       KS
 subj_66_trials_40   1.0834   6.1049   0.3732   0.1834   0.0000   0.9635   0.0490       KS
 subj_66_trials_50   0.9630   5.2695   0.3206   0.0962   0.0000   0.9963   0.0160       KS
 subj_66_trials_60   1.4946   6.6628   0.3554   0.1970   0.0000   0.9885   0.0500       KS
 subj_67_trials_10   0.9313   1.5329   0.4122   0.1903   0.0000   0.9999   0.0320       KS
 subj_67_trials_20   1.0258   3.2679   0.3195   0.0825   0.0000   0.9917   0.0150       KS
 subj_67_trials_30   0.6305   5.7764   0.3651   0.1169   0.0000   0.9877   0.0380       KS
 subj_67_trials_40   0.7484   0.7756   0.2898   0.0035   0.0000   0.9689   0.0160       KS
 subj_67_trials_50   0.5850   2.4463   0.2962   0.0008   0.0000   0.9998   0.0150       KS
 subj_67_trials_60   0.8939   4.3431   0.2925   0.0596   0.0000   0.9961   0.0330       KS
 subj_68_trials_10   0.3898   3.6282   0.3337   0.0524   0.0000   0.9999   0.0000       KS
 subj_68_trials_20   1.3763   3.4862   0.4350   0.4500   0.0000   0.9997   0.0840       KS
 subj_68_trials_30   0.6303   1.0130   0.3117   0.0675   0.0000   0.9923   0.0150       KS
 subj_68_trials_40   1.0412   4.9966   0.3508   0.0378   0.0000   0.8538   0.0220       KS
 subj_68_trials_50   2.4543   4.8424   0.3902   0.5209   0.0000   0.9997   0.1960       KS
 subj_68_trials_60   1.6829   6.7272   0.3319   0.1805   0.0000   0.9411   0.0470       KS
 subj_69_trials_10   1.4347   4.5918   0.3230   0.0636   0.0000   1.0000   0.0150       KS
 subj_69_trials_20   1.0143   4.6664   0.2926   0.1123   0.0000   0.9913   0.0150       KS
 subj_69_trials_30   1.3502   2.9139   0.3525   0.1913   0.0000   0.9998   0.0390       KS
 subj_69_trials_40   0.9499   3.2698   0.3979   0.0375   0.0000   0.8749   0.0320       KS
 subj_69_trials_50   1.6355   2.1134   0.2675   0.0000   0.0000   0.9946   0.0520       KS
 subj_69_trials_60   0.9918   1.7234   0.2917   0.0525   0.0000   0.9998   0.0320       KS
 subj_6_trials_10   1.1420   3.1354   0.3803   0.1295   0.0000   1.0000   0.0150       KS
 subj_6_trials_20   0.8829   4.0620   0.2749   0.0376   0.0000   0.9659   0.0060       KS
 subj_6_trials_30   1.0570   0.6020   0.3158   0.1207   0.0000   0.9963   0.0470       KS
 subj_6_trials_40   0.6219   3.4391   0.2996   0.0389   0.0000   0.9990   0.0160       KS
 subj_6_trials_50   0.8492   7.0715   0.3311   0.1277   0.0000   0.9997   0.0310       KS
 subj_6_trials_60   1.6449   4.5117   0.3084   0.1774   0.0000   0.9821   0.0460       KS
 subj_70_trials_10   0.6335   0.4550   0.2910   0.0676   0.0000   0.9865   0.0160       KS
 subj_70_trials_20   0.7907   4.7300   0.3767   0.1237   0.0000   0.9976   0.0310       KS
 subj_70_trials_30   0.7680   4.7292   0.4250   0.2118   0.0000   0.9650   0.0230       KS
 subj_70_trials_40   0.7981   2.3904   0.2924   0.0397   0.0000   0.9981   0.0150       KS
 subj_70_trials_50   1.0310   5.0653   0.2790   0.0033   0.0000   0.9904   0.0310       KS
 subj_70_trials_60   0.6849   2.5933   0.2998   0.0525   0.0000   0.9983   0.0160       KS
 subj_71_trials_10   1.4155   0.5149   0.2673   0.0180   0.0000   0.9834   0.0540       KS
 subj_71_trials_20   0.8222   4.6672   0.2985   0.0340   0.0000   0.9880   0.0150       KS
 subj_71_trials_30   0.9406   4.4097   0.4212   0.2325   0.0000   0.9876   0.0540       KS
 subj_71_trials_40   1.9619   4.0663   0.3789   0.3958   0.0000   1.0000   0.2000       KS
 subj_71_trials_50   1.5486   3.1629   0.2553   0.0410   0.0000   0.9917   0.0470       KS
 subj_71_trials_60   1.7276   3.7501   0.3024   0.1798   0.0000   0.9697   0.0690       KS
 subj_72_trials_10   1.2062   0.6649   0.2686   0.0050   0.0000   0.9837   0.0310       KS
 subj_72_trials_20   1.2923   2.9075   0.4720   0.5006   0.0000   0.9998   0.1160       KS
 subj_72_trials_30   1.5812   0.7729   0.3003   0.1168   0.0000   0.9995   0.0850       KS
 subj_72_trials_40   0.9280   4.8715   0.3117   0.0825   0.0000   0.9676   0.0160       KS
 subj_72_trials_50   0.9503   4.3535   0.2837   0.0072   0.0000   0.9702   0.0300       KS
 subj_72_trials_60   1.1309   2.6179   0.3192   0.2218   0.0000   0.9996   0.0470       KS
 subj_73_trials_10   1.4615   2.0510   0.2737   0.0387   0.0000   0.9999   0.0470       KS
 subj_73_trials_20   0.8492   4.2863   0.3075   0.0579   0.0000   0.9917   0.0060       KS
 subj_73_trials_30   0.6464   2.7096   0.3046   0.0534   0.0000   0.9996   0.0330       KS
 subj_73_trials_40   0.7553   1.6695   0.3125   0.1582   0.0000   0.9604   0.0320       KS
 subj_73_trials_50   1.2591   6.0054   0.3361   0.1164   0.0000   0.9705   0.0510       KS
 subj_73_trials_60   1.0249   4.7934   0.3531   0.0898   0.0000   0.9827   0.0310       KS
 subj_74_trials_10   0.5642   1.4492   0.2937   0.0375   0.0000   0.9794   0.0160       KS
 subj_74_trials_20   1.0647  -0.0170   0.2539   0.1866   0.0000   0.9457   0.0380       KS
 subj_74_trials_30   0.6199   7.4799   0.3502   0.1210   0.0000   0.9998   0.0160       KS
 subj_74_trials_40   1.3680   1.3119   0.2844   0.1639   0.0000   0.9981   0.0620       KS
 subj_74_trials_50   1.2058   7.3930   0.3431   0.1875   0.0000   0.9997   0.0530       KS
 subj_74_trials_60   0.9315   5.2481   0.2821   0.0023   0.0000   0.8914   0.0160       KS
 subj_75_trials_10   1.0670   0.7325   0.2770   0.0000   0.0000   0.9835   0.0160       KS
